MANHATTAN CONDOMINIUM PROPERTY Boro-Block-Lot,MANHATTAN CONDOMINIUM PROPERTY Condo Section,MANHATTAN CONDOMINIUM PROPERTY Address,Borough,Postcode,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,MANHATTAN CONDOMINIUM PROPERTY Neighborhood,MANHATTAN CONDOMINIUM PROPERTY Building Classification,MANHATTAN CONDOMINIUM PROPERTY Total Units,MANHATTAN CONDOMINIUM PROPERTY Year Built,MANHATTAN CONDOMINIUM PROPERTY Gross SqFt,MANHATTAN CONDOMINIUM PROPERTY Est. Gross Income,MANHATTAN CONDOMINIUM PROPERTY Gross Income per SqFt,MANHATTAN CONDOMINIUM PROPERTY Full Market Value,MANHATTAN CONDOMINIUM PROPERTY Market Value per SqFt, COMPARABLE RENTAL 1 Boro-Block-Lot,COMPARABLE RENTAL 1 Address,COMPARABLE RENTAL 1  Neighborhood,COMPARABLE RENTAL 1  Building Classification,COMPARABLE RENTAL 1  Total Units,COMPARABLE RENTAL 1  Year Built,COMPARABLE RENTAL 1  Gross SqFt,COMPARABLE RENTAL 1  Est. Gross Income,COMPARABLE RENTAL 1  Gross Income per SqFt,COMPARABLE RENTAL 1 Full Market Value,COMPARABLE RENTAL 1  Market Value per SqFt,COMPARABLE RENTAL 1  Dist. from Coop in miles,COMPARABLE RENTAL 2  Boro-Block-Lot,COMPARABLE RENTAL 2  Address,COMPARABLE RENTAL 2  Neighborhood,COMPARABLE RENTAL 2  Building Classification,COMPARABLE RENTAL 2  Total Units,COMPARABLE RENTAL 2  Year Built,COMPARABLE RENTAL 2  Gross SqFt,COMPARABLE RENTAL 2  Est. Gross Income,COMPARABLE RENTAL 2  Gross Income per SqFt,COMPARABLE RENTAL 2  Full Market Value,COMPARABLE RENTAL 2  Market Value per SqFt,COMPARABLE RENTAL 2  Dist. from Coop in miles
1-00569-7501,154-R1,10 EAST 12 STREET,1,10003,40.734413,-73.993985,2,2,61,1009294,1005697501,West Village                                                               ,GREENWICH VILLAGE-CENTRAL,R4-ELEVATOR,27,1907,66739,1751898,26.2,7260002,109,1-00571-0025,120 UNIVERSITY PLACE,GREENWICH VILLAGE-CENTRAL,D8-ELEVATOR,95,1959,59299,1792000,30.2,8350000,141,0.1,1-00562-0044,25 EAST 10 STREET,GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,62,1929,45496,1838000,40.4,9020000,198,0.1
1-00569-7502,205-R1,8 EAST 12 STREET,1,10003,40.734449,-73.994072,2,2,61,1009321,1005697502,West Village                                                               ,GREENWICH VILLAGE-CENTRAL,R4-ELEVATOR,12,1908,28097,737546,26.2,3050000,109,1-00571-0025,120 UNIVERSITY PLACE,GREENWICH VILLAGE-CENTRAL,D8-ELEVATOR,95,1959,59299,1792000,30.2,8350000,141,0.1,1-00562-0044,25 EAST 10 STREET,GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,62,1929,45496,1838000,40.4,9020000,198,0.1
1-00569-7503,248-R1,16 EAST 12 STREET,1,10003,40.734309,-73.993736,2,2,61,1009333,1005697503,West Village                                                               ,GREENWICH VILLAGE-CENTRAL,R4-ELEVATOR,37,1910,52493,1496050,28.5,6200001,118,1-00571-0025,120 UNIVERSITY PLACE,GREENWICH VILLAGE-CENTRAL,D8-ELEVATOR,95,1959,59299,1792000,30.2,8350000,141,0.1,1-00562-0044,25 EAST 10 STREET,GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,62,1929,45496,1838000,40.4,9020000,198,0.1
1-00569-7504,1028-R1,13 EAST 11 STREET,1,10003,40.733763,-73.994382,2,2,61,1077856,1005697504,West Village                                                               ,GREENWICH VILLAGE-CENTRAL,R4-ELEVATOR,115,1903,60860,1764940,29,8220008,135,1-00571-0025,120 UNIVERSITY PLACE,GREENWICH VILLAGE-CENTRAL,D8-ELEVATOR,95,1959,59299,1792000,30.2,8350000,141,0.1,1-00562-0044,25 EAST 10 STREET,GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,62,1929,45496,1838000,40.4,9020000,198,0.1
1-00571-7501,27-R1,7 EAST 13 STREET,1,10003,40.735102,-73.993592,2,2,61,1009403,1005717501,West Village                                                               ,GREENWICH VILLAGE-CENTRAL,R9-CONDOPS,39,1928,42384,1140130,26.9,4720000,111,1-00573-0019,42 WEST 10 STREET,GREENWICH VILLAGE-CENTRAL,D7-ELEVATOR,47,1917,39782,1115000,28,4620000,116,0.25,1-00564-0004,107 UNIVERSITY PLACE,GREENWICH VILLAGE-CENTRAL,D8-ELEVATOR,47,1940,43395,1242000,28.6,5140000,118,0.1
1-00571-7505,1694-R1,8 UNION SQUARE SOUTH,1,10003,40.734871,-73.991982,2,2,61,1087833,1005717505,West Village                                                               ,GREENWICH VILLAGE-CENTRAL,R4-ELEVATOR,20,2006,36330,1743840,48,8560001,236,1-00558-0010,127 PARK AVENUE SOUTH,GREENWICH VILLAGE-CENTRAL,D5-ELEVATOR,49,1930,37299,1918000,51,9420000,253,0.25,1-00577-0010,58 WEST 14 STREET,GREENWICH VILLAGE-CENTRAL,D9-ELEVATOR,23,1906,37810,1899000,50,9320000,246,0.15
1-00572-7501,747-R1,12 WEST 9 STREET,1,10011,40.733131,-73.996612,2,3,63,1009425,1005727501,West Village                                                               ,GREENWICH VILLAGE-CENTRAL,R9-CONDOPS,23,1952,13256,367854,27.8,1520000,115,1-00532-0025,643 BROADWAY,GREENWICH VILLAGE-CENTRAL,D9-ELEVATOR,19,1920,11250,358000,31.8,1670000,148,0.4,1-00574-0072,57 WEST 10 STREET,GREENWICH VILLAGE-CENTRAL,D7-ELEVATOR,23,1915,13278,476000,35.8,2220000,167,0.1
1-00572-7502,1256-R1,30 WEST 9 STREET,1,10011,40.733302,-73.99702,2,3,63,1077918,1005727502,West Village                                                               ,GREENWICH VILLAGE-CENTRAL,R2-WALK-UP,18,1900,14398,446338,31,2079997,144,1-00574-0072,57 WEST 10 STREET,GREENWICH VILLAGE-CENTRAL,D7-ELEVATOR,23,1915,13278,476000,35.8,2220000,167,0.1,1-00532-0025,643 BROADWAY,GREENWICH VILLAGE-CENTRAL,D9-ELEVATOR,19,1920,11250,358000,31.8,1670000,148,0.4
1-00573-7502,89-R1,69 WEST 9 STREET,1,10011,40.733683,-73.997882,2,3,63,1009504,1005737502,West Village                                                               ,GREENWICH VILLAGE-CENTRAL,R9-CONDOPS,119,1959,94250,2521187,26.7,10400000,110,1-00548-0040,11 WAVERLY PLACE,GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,168,1929,80895,5100000,63,25000000,309,0.3,1-00521-0001,298 MULBERRY STREET,GREENWICH VILLAGE-CENTRAL,D9-ELEVATOR,100,1986,86746,4766863,55,23400000,270,0.6
1-00575-7501,515-R1,53 WEST 11 STREET,1,10011,40.734748,-73.996727,2,3,63,1076074,1005757501,West Village                                                               ,GREENWICH VILLAGE-CENTRAL,R9-CONDOPS,15,1900,9380,253260,27,1050000,112,1-00532-0025,643 BROADWAY,GREENWICH VILLAGE-CENTRAL,D9-ELEVATOR,19,1920,11250,358000,31.8,1670000,148,0.55,1-00587-0030,51 7 AVENUE,GREENWICH VILLAGE-WEST,D7-ELEVATOR,35,1926,21679,668000,30.8,3110000,143,0.45
1-00575-7502,1895-R1,31 WEST 11 STREET,1,10011,40.734537,-73.996218,2,3,63,1087759,1005757502,West Village                                                               ,GREENWICH VILLAGE-CENTRAL,R4-ELEVATOR,17,1912,34118,852950,25,3529998,103,1-00551-0016,27 WASHINGTON SQUARE NORT,GREENWICH VILLAGE-CENTRAL,D9-ELEVATOR,28,1900,32409,868000,26.8,3600000,111,0.2,1-00564-0011,52 EAST 13 STREET,GREENWICH VILLAGE-CENTRAL,D5-ELEVATOR,27,1930,34708,951000,27.4,3940000,114,0.25
1-00576-7501,3-R1,60 WEST 13 STREET,1,10011,40.736085,-73.995969,2,3,63,1009636,1005767501,West Village                                                               ,GREENWICH VILLAGE-CENTRAL,R4-ELEVATOR,70,1966,82017,2337484,28.5,9680011,118,1-00571-0025,120 UNIVERSITY PLACE,GREENWICH VILLAGE-CENTRAL,D8-ELEVATOR,95,1959,59299,1792000,30.2,8350000,141,0.15,1-00521-0009,304 MULBERRY STREET,GREENWICH VILLAGE-CENTRAL,D9-ELEVATOR,92,1974,69300,3515541,51,17300000,250,0.7
1-00576-7502,421-R1,59 WEST 12 STREET,1,10011,40.735451,-73.996399,2,3,63,1066992,1005767502,West Village                                                               ,GREENWICH VILLAGE-CENTRAL,R4-ELEVATOR,105,1931,112050,3271860,29.2,15200001,136,1-00572-0038,20 5 AVENUE,GREENWICH VILLAGE-CENTRAL,D9-ELEVATOR,113,1940,132420,5205400,39.3,25600000,193,0.2,1-00559-0009,92 PARK AVENUE SOUTH,GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,220,1964,184645,9153000,49.6,44900000,243,0.4
1-00576-7503,886-R1,8 WEST 13 STREET,1,10011,40.735569,-73.99475,2,3,63,1009616,1005767503,West Village                                                               ,GREENWICH VILLAGE-CENTRAL,R9-CONDOPS,30,1910,34168,854200,25,3540000,104,1-00551-0016,27 WASHINGTON SQUARE NORT,GREENWICH VILLAGE-CENTRAL,D9-ELEVATOR,28,1900,32409,868000,26.8,3600000,111,0.25,1-00564-0011,52 EAST 13 STREET,GREENWICH VILLAGE-CENTRAL,D5-ELEVATOR,27,1930,34708,951000,27.4,3940000,114,0.25
1-00577-7502,1180-R1,65 WEST 13 STREET,1,10011,40.736145,-73.99607,2,3,63,1009706,1005777502,West Village                                                               ,GREENWICH VILLAGE-CENTRAL,R4-ELEVATOR,77,1906,201330,7197547,35.7,33500005,166,1-00545-0059,752 BROADWAY,GREENWICH VILLAGE-CENTRAL,D5-ELEVATOR,180,1909,147773,8289000,56,40700000,275,0.45,1-00521-0045,303 ELIZABETH STREET,GREENWICH VILLAGE-CENTRAL,D1-ELEVATOR,195,1991,187368,7469866,39.9,36700000,196,0.8
1-00584-7501,743-R1,442 HUDSON STREET,1,10014,40.731139,-74.006697,2,3,67,1077817,1005847501,West Village                                                               ,GREENWICH VILLAGE-WEST,R9-CONDOPS,169,1925,100633,2515825,25,10400000,103,1-00548-0040,11 WAVERLY PLACE,GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,168,1929,80895,5100000,63,25000000,309,0.6,1-00557-0017,60 EAST 12 STREET,GREENWICH VILLAGE-CENTRAL,C5-WALK-UP,137,1962,124630,3748000,30.1,17500000,140,0.75
1-00587-7501,293-R1,76 BEDFORD STREET,1,10014,40.731591,-74.004954,2,3,67,1009975,1005877501,West Village                                                               ,GREENWICH VILLAGE-WEST,R2-WALK-UP,30,1929,19320,487830,25.3,2020003,105,1-00572-0043,12 5 AVENUE,GREENWICH VILLAGE-CENTRAL,D7-ELEVATOR,34,1910,19545,683500,35,3180000,163,0.35,1-00573-0011,60 WEST 10 STREET,GREENWICH VILLAGE-CENTRAL,D1-ELEVATOR,27,1910,20797,686000,33,3200000,154,0.4
1-00589-7501,48-R1,2 CORNELIA STREET,1,10014,40.731671,-74.001429,2,3,67,1010086,1005897501,West Village                                                               ,GREENWICH VILLAGE-WEST,R4-ELEVATOR,43,1929,66282,1932120,29.1,8999997,136,1-00571-0025,120 UNIVERSITY PLACE,GREENWICH VILLAGE-CENTRAL,D8-ELEVATOR,95,1959,59299,1792000,30.2,8350000,141,0.55,1-00575-0077,55 WEST 11 STREET,GREENWICH VILLAGE-CENTRAL,D9-ELEVATOR,88,1924,63943,2434000,38.1,11300000,177,0.4
1-00590-7502,608-R1,9 BARROW STREET,1,10014,40.732698,-74.002511,2,3,67,1076078,1005907502,West Village                                                               ,GREENWICH VILLAGE-WEST,R9-CONDOPS,86,1930,89510,2349637,26.2,9730000,109,1-00548-0040,11 WAVERLY PLACE,GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,168,1929,80895,5100000,63,25000000,309,0.45,1-00557-0017,60 EAST 12 STREET,GREENWICH VILLAGE-CENTRAL,C5-WALK-UP,137,1962,124630,3748000,30.1,17500000,140,0.6
1-00592-7501,562-R1,1 SHERIDAN SQUARE,1,10014,40.732887,-74.001959,2,3,71,1076081,1005927501,West Village                                                               ,GREENWICH VILLAGE-WEST,R4-ELEVATOR,45,1900,21494,585711,27.2,2429998,113,1-00573-0011,60 WEST 10 STREET,GREENWICH VILLAGE-CENTRAL,D1-ELEVATOR,27,1910,20797,686000,33,3200000,154,0.25,1-00521-0075,312 BOWERY,GREENWICH VILLAGE-CENTRAL,D5-ELEVATOR,17,1920,23000,998230,43.4,4900000,213,0.7
1-00593-7501,663-R1,10 CHRISTOPHER STREET,1,10014,40.733733,-74.000256,2,3,71,1078092,1005937501,West Village                                                               ,GREENWICH VILLAGE-WEST,R9-CONDOPS,30,1910,21738,586926,27,2430000,112,1-00573-0011,60 WEST 10 STREET,GREENWICH VILLAGE-CENTRAL,D1-ELEVATOR,27,1910,20797,686000,33,3200000,154,0.15,1-00521-0075,312 BOWERY,GREENWICH VILLAGE-CENTRAL,D5-ELEVATOR,17,1920,23000,998230,43.4,4900000,213,0.7
1-00593-7502,1678-R1,147 WAVERLY PLACE,1,10014,40.733345,-74.000898,2,3,71,1010275,1005937502,West Village                                                               ,GREENWICH VILLAGE-WEST,R4-ELEVATOR,18,1915,44820,1434240,32,6680000,149,1-00557-0022,70 EAST 12 STREET,GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,62,1987,42000,2156000,51,10600000,252,0.55,1-00562-0044,25 EAST 10 STREET,GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,62,1929,45496,1838000,40.4,9020000,198,0.45
1-00594-7503,1399-R1,505 GREENWICH STREET,1,10013,40.725534,-74.009164,2,3,37,1086554,1005947503,SoHo-TriBeCa-Civic Center-Little Italy                                     ,SOHO,R4-ELEVATOR,104,2003,196695,8900448,45.2,43700016,222,1-00619-0033,330 BLEECKER STREET,GREENWICH VILLAGE-WEST,D6-ELEVATOR,207,1930,136785,7571000,55,37200000,272,0.6,1-00559-0009,92 PARK AVENUE SOUTH,GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,220,1964,184645,9153000,49.6,44900000,243,1.2
1-00594-7504,1379-R1,491 GREENWICH STREET,1,10013,40.725182,-74.009225,2,3,37,1010290,1005947504,SoHo-TriBeCa-Civic Center-Little Italy                                     ,SOHO,R4-ELEVATOR,22,1915,65085,2863740,44,14099998,217,1-00548-0040,11 WAVERLY PLACE,GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,168,1929,80895,5100000,63,25000000,309,0.85,1-00640-0021,756 WASHINGTON STREET,GREENWICH VILLAGE-WEST,D1-ELEVATOR,67,2003,76549,3321000,43.4,16300000,213,0.85
1-00594-7505,1585-R1,255 HUDSON STREET,1,10013,40.724842,-74.007742,2,3,37,1087494,1005947505,SoHo-TriBeCa-Civic Center-Little Italy                                     ,SOHO,R4-ELEVATOR,64,2005,94226,3783174,40.2,18600007,197,1-00548-0040,11 WAVERLY PLACE,GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,168,1929,80895,5100000,63,25000000,309,0.85,1-00642-0004,114 HORATIO STREET,GREENWICH VILLAGE-WEST,D3-ELEVATOR,121,1987,85030,4570000,54,22400000,263,0.95
1-00594-7506,1580-R1,304 SPRING STREET,1,10013,40.725888,-74.008154,2,3,37,1087493,1005947506,SoHo-TriBeCa-Civic Center-Little Italy                                     ,SOHO,R4-ELEVATOR,13,2005,29579,1345844,45.5,6610001,223,1-00555-0014,65 PARK AVENUE SOUTH,GREENWICH VILLAGE-CENTRAL,D5-ELEVATOR,37,1900,26455,1254000,47.4,6160000,233,1,1-00642-0012,110 HORATIO STREET,GREENWICH VILLAGE-WEST,D1-ELEVATOR,33,1900,26250,1290000,49.1,6330000,241,0.95
1-00594-7508,1882-R1,475 GREENWICH STREET,1,10013,40.724386,-74.009362,1,1,39,1087686,1005947508,SoHo-TriBeCa-Civic Center-Little Italy                                     ,SOHO,R4-ELEVATOR,21,2007,40000,1524400,38.1,7098876,177,1-00562-0044,25 EAST 10 STREET,GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,62,1929,45496,1838000,40.4,9020000,198,1,1-00618-0042,205 WEST 13 STREET,GREENWICH VILLAGE-WEST,D1-ELEVATOR,55,1962,26700,1040000,39,5110000,191,1.05
1-00595-7502,1103-R1,468 GREENWICH STREET,1,10013,40.724164,-74.009423,1,1,39,1080179,1005957502,SoHo-TriBeCa-Civic Center-Little Italy                                     ,SOHO,R4-ELEVATOR,12,1920,24850,981575,39.5,4820001,194,1-00586-0045,29 7 AVENUE SOUTH,GREENWICH VILLAGE-WEST,D9-ELEVATOR,15,1998,25542,875000,34.3,4080000,160,0.55,1-00618-0042,205 WEST 13 STREET,GREENWICH VILLAGE-WEST,D1-ELEVATOR,55,1962,26700,1040000,39,5110000,191,1.05
1-00595-7503,1238-R1,459 WASHINGTON STREET,1,10013,40.724367,-74.010178,1,1,39,1010328,1005957503,SoHo-TriBeCa-Civic Center-Little Italy                                     ,SOHO,R4-ELEVATOR,12,1920,31613,803000,25.4,3330000,105,1-00571-0025,120 UNIVERSITY PLACE,GREENWICH VILLAGE-CENTRAL,D8-ELEVATOR,95,1959,59299,1792000,30.2,8350000,141,1.15,,,,,,,,,,,,
1-00595-7504,1616-R1,330 SPRING STREET,1,10013,40.726039,-74.009658,2,3,37,1087495,1005957504,SoHo-TriBeCa-Civic Center-Little Italy                                     ,SOHO,R4-ELEVATOR,40,2005,68865,3030060,44,14900002,216,1-00640-0021,756 WASHINGTON STREET,GREENWICH VILLAGE-WEST,D1-ELEVATOR,67,2003,76549,3321000,43.4,16300000,213,0.8,1-00548-0040,11 WAVERLY PLACE,GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,168,1929,80895,5100000,63,25000000,309,0.9
1-00597-7502,1342-R1,104 CHARLTON STREET,1,10014,40.727406,-74.008226,2,3,37,1010370,1005977502,SoHo-TriBeCa-Civic Center-Little Italy                                     ,SOHO,R4-ELEVATOR,14,1920,31930,949917,29.7,4419999,138,1-00609-0053,115 WEST 13 STREET,GREENWICH VILLAGE-WEST,D7-ELEVATOR,59,1910,34027,1595000,46.9,7830000,230,0.9,1-00622-0056,53 PERRY STREET,GREENWICH VILLAGE-WEST,D1-ELEVATOR,72,1930,34140,1362000,39.9,6690000,196,0.65
1-00601-7501,542-R1,421 HUDSON STREET,1,10014,40.730063,-74.006891,2,3,69,1067116,1006017501,West Village                                                               ,GREENWICH VILLAGE-WEST,R4-ELEVATOR,184,1920,212232,7056714,33.3,32599994,154,1-00631-0001,669 WASHINGTON STREET,GREENWICH VILLAGE-WEST,D5-ELEVATOR,144,1930,137589,4987000,36.2,23200000,169,0.3,1-00641-0017,379 WEST 12 STREET,GREENWICH VILLAGE-WEST,D3-ELEVATOR,148,1996,123646,5336000,43.2,26200000,212,0.55
1-00602-7501,1368-R1,1 MORTON SQUARE,1,10014,40.731166,-74.009139,2,3,69,1086104,1006027501,West Village                                                               ,GREENWICH VILLAGE-WEST,R4-ELEVATOR,142,2002,310000,14027500,45.3,68899996,222,1-00619-0033,330 BLEECKER STREET,GREENWICH VILLAGE-WEST,D6-ELEVATOR,207,1930,136785,7571000,55,37200000,272,0.3,1-00642-0004,114 HORATIO STREET,GREENWICH VILLAGE-WEST,D3-ELEVATOR,121,1987,85030,4570000,54,22400000,263,0.55
1-00604-7501,79-R1,162 CHRISTOPHER STREET,1,10014,40.732607,-74.008818,2,3,69,1010422,1006047501,West Village                                                               ,GREENWICH VILLAGE-WEST,R4-ELEVATOR,83,1920,88227,2712980,30.7,12600000,143,1-00615-0036,87 GREENWICH AVENUE,GREENWICH VILLAGE-WEST,D6-ELEVATOR,81,1930,64840,2908000,44.8,14300000,221,0.5,1-00629-0044,305 WEST 13 STREET,GREENWICH VILLAGE-WEST,D1-ELEVATOR,77,1964,56508,2400000,42.5,11800000,209,0.6
1-00608-7501,487-R1,175 WEST 12 STREET,1,10011,40.736853,-73.999726,2,3,71,1067315,1006087501,West Village                                                               ,GREENWICH VILLAGE-WEST,R4-ELEVATOR,214,1961,165160,5950000,36,27700005,168,1-00559-0009,92 PARK AVENUE SOUTH,GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,220,1964,184645,9153000,49.6,44900000,243,0.6,1-00913-0001,471 3 AVENUE,MURRAY HILL,D6-ELEVATOR,311,1972,351560,12995134,37,60500000,172,1.2
1-00609-7502,965-R1,116 WEST 14 STREET,1,10011,40.737668,-73.997597,2,3,71,1010640,1006097502,West Village                                                               ,GREENWICH VILLAGE-WEST,R4-ELEVATOR,19,1912,58507,1640000,28,6789999,116,1-00626-0036,30 HORATIO STREET,GREENWICH VILLAGE-WEST,D9-ELEVATOR,47,1910,41970,978000,23.3,4050000,96,0.3,,,,,,,,,,,,
1-00610-7501,366-R1,45 CHRISTOPHER STREET,1,10014,40.733757,-74.001894,2,3,73,1010699,1006107501,West Village                                                               ,GREENWICH VILLAGE-WEST,R4-ELEVATOR,113,1931,120723,3710000,30.7,17299999,143,1-00631-0001,669 WASHINGTON STREET,GREENWICH VILLAGE-WEST,D5-ELEVATOR,144,1930,137589,4987000,36.2,23200000,169,0.3,1-00765-0035,78 7 AVENUE,CHELSEA,D7-ELEVATOR,121,1940,128350,3498000,27.3,14500000,113,0.4
1-00612-7501,530-R1,22 PERRY STREET,1,10014,40.7357,-74.002133,2,3,73,1067542,1006127501,West Village                                                               ,GREENWICH VILLAGE-WEST,R4-ELEVATOR,21,1987,18780,730000,38.9,3580001,191,1-00717-0077,460 WEST 20 STREET,CHELSEA,D7-ELEVATOR,75,1999,68260,3345000,49,16400000,240,0.65,1-00716-0055,434 WEST 19 STREET,CHELSEA,D1-ELEVATOR,40,1986,21000,798000,38,3720000,177,0.6
1-00612-7502,626-R1,25 CHARLES STREET,1,10014,40.73505,-74.002151,2,3,73,1077827,1006127502,West Village                                                               ,GREENWICH VILLAGE-WEST,R9-CONDOPS,30,1910,19715,635000,32.2,2960000,150,1-00592-0042,84 GROVE STREET,GREENWICH VILLAGE-WEST,D1-ELEVATOR,20,1885,16400,383000,23.35,1590000,97,0.15,1-00632-0031,133 CHARLES STREET,GREENWICH VILLAGE-WEST,D5-ELEVATOR,50,1896,34504,1421000,41.2,6980000,202,0.25
1-00612-7503,698-R1,259 WEST 4 STREET,1,10014,40.735294,-74.003258,2,3,73,1010860,1006127503,West Village                                                               ,GREENWICH VILLAGE-WEST,R9-CONDOPS,25,1905,13997,450000,32.1,2100000,150,1-00632-0031,133 CHARLES STREET,GREENWICH VILLAGE-WEST,D5-ELEVATOR,50,1896,34504,1421000,41.2,6980000,202,0.25,1-00592-0042,84 GROVE STREET,GREENWICH VILLAGE-WEST,D1-ELEVATOR,20,1885,16400,383000,23.35,1590000,97,0.15
1-00612-7504,850-R1,15 CHARLES STREET,1,10014,40.735209,-74.001086,2,3,71,1010899,1006127504,West Village                                                               ,GREENWICH VILLAGE-WEST,R4-ELEVATOR,122,1964,92616,2800000,30.2,12999998,140,1-00559-0009,92 PARK AVENUE SOUTH,GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,220,1964,184645,9153000,49.6,44900000,243,0.65,1-00882-0069,90 LEXINGTON AVENUE,GRAMERCY,D9-ELEVATOR,107,1957,128570,3381000,26.3,14000000,109,1
1-00616-7501,445-R1,2 HORATIO STREET,1,10014,40.738753,-74.002562,2,3,77,1067567,1006167501,West Village                                                               ,GREENWICH VILLAGE-WEST,R9-CONDOPS,241,1931,209011,6000000,28.7,24900000,119,1-00631-0001,669 WASHINGTON STREET,GREENWICH VILLAGE-WEST,D5-ELEVATOR,144,1930,137589,4987000,36.2,23200000,169,0.4,1-00765-0035,78 7 AVENUE,CHELSEA,D7-ELEVATOR,121,1940,128350,3498000,27.3,14500000,113,0.15
1-00618-7501,447-R1,222 WEST 14 STREET,1,10011,40.738915,-74.000559,2,3,77,1067572,1006187501,West Village                                                               ,GREENWICH VILLAGE-WEST,R4-ELEVATOR,132,1987,101634,4100000,40.3,20100001,198,1-00557-0022,70 EAST 12 STREET,GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,62,1987,42000,2156000,51,10600000,252,0.7,1-00732-0058,444 WEST 35 STREET,JAVITS CENTER,D1-ELEVATOR,86,1989,64449,2485000,38.6,12200000,189,1.05
1-00618-7504,2051-R1,122 GREENWICH AVENUE,1,10011,40.738961,-74.002515,2,3,77,1011095,1006187504,West Village                                                               ,GREENWICH VILLAGE-WEST,R4-ELEVATOR,30,2008,62138,2270000,36.5,10599931,171,1-00640-0021,756 WASHINGTON STREET,GREENWICH VILLAGE-WEST,D1-ELEVATOR,67,2003,76549,3321000,43.4,16300000,213,0.4,1-00717-0077,460 WEST 20 STREET,CHELSEA,D7-ELEVATOR,75,1999,68260,3345000,49,16400000,240,0.45
1-00619-7502,746-R1,204 WEST 10 STREET,1,10014,40.734089,-74.003984,2,3,73,1077829,1006197502,West Village                                                               ,GREENWICH VILLAGE-WEST,R9-CONDOPS,29,1910,13177,450000,34.2,2100000,159,1-00630-0007,661 WASHINGTON STREET,GREENWICH VILLAGE-WEST,C4-WALK-UP,15,1910,10230,327000,32,1520000,149,0.25,1-00626-0001,809 GREENWICH STREET,GREENWICH VILLAGE-WEST,C4-WALK-UP,27,1901,15250,651000,42.7,3200000,210,0.35
1-00620-7501,1087-R1,534 HUDSON STREET,1,10014,40.734273,-74.006195,2,3,73,1011185,1006207501,West Village                                                               ,GREENWICH VILLAGE-WEST,R4-ELEVATOR,22,1998,41506,2000000,48.2,9819999,237,1-00640-0021,756 WASHINGTON STREET,GREENWICH VILLAGE-WEST,D1-ELEVATOR,67,2003,76549,3321000,43.4,16300000,213,0.3,1-00717-0077,460 WEST 20 STREET,CHELSEA,D7-ELEVATOR,75,1999,68260,3345000,49,16400000,240,0.7
1-00620-7502,1459-R1,223 WEST 10 STREET,1,10014,40.733944,-74.005037,2,3,73,1087099,1006207502,West Village                                                               ,GREENWICH VILLAGE-WEST,R2-WALK-UP,40,1893,22157,745000,33.6,3470003,157,1-00634-0032,752 GREENWICH STREET,GREENWICH VILLAGE-WEST,C5-WALK-UP,34,1910,17332,589000,34,2740000,158,0.15,1-00619-0067,192 WEST 10 STREET,GREENWICH VILLAGE-WEST,C4-WALK-UP,27,1910,25955,950000,36.6,4430000,171,0.1
1-00621-7503,1688-R1,382 BLEECKER STREET,1,10014,40.735154,-74.0049,2,3,73,1011232,1006217503,West Village                                                               ,GREENWICH VILLAGE-WEST,R2-WALK-UP,21,1914,13648,525000,38.5,2580000,189,1-00634-0032,752 GREENWICH STREET,GREENWICH VILLAGE-WEST,C5-WALK-UP,34,1910,17332,589000,34,2740000,158,0.15,1-00635-0040,119 BANK STREET,GREENWICH VILLAGE-WEST,C4-WALK-UP,20,1901,9505,443000,46.6,2170000,228,0.15
1-00623-7501,776-R1,295 WEST 11 STREET,1,10014,40.735903,-74.005604,2,3,77,1011331,1006237501,West Village                                                               ,GREENWICH VILLAGE-WEST,R9-CONDOPS,60,1920,32638,1140000,34.9,5310000,163,1-00632-0031,133 CHARLES STREET,GREENWICH VILLAGE-WEST,D5-ELEVATOR,50,1896,34504,1421000,41.2,6980000,202,0.15,1-00590-0022,12 JONES STREET,GREENWICH VILLAGE-WEST,D1-ELEVATOR,59,1920,56700,2033000,35.9,9470000,167,0.35
